ShortCode	Accession	GTDB Taxonomy	PVC
n88	GB_GCA_001784615.1	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__UBA9579;g__UBA9579;s__UBA9579 sp001784615	
n89	GB_GCA_001784555.1	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Caenarcaniphilales;f__2-02-FULL-35-15;g__2-02-FULL-34-12;s__2-02-FULL-34-12 sp001784555	
n90	RS_GCF_001870225.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__Gloeomargarita;s__Gloeomargarita lithophora	
n91	RS_GCF_000775285.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Neosynechococcales;f__Neosynechococcaceae;g__Neosynechococcus;s__Neosynechococcus sphagnicola	
n92	RS_GCF_000733415.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__Elainella;s__Elainella sp000733415	
n93	GB_GCA_002083825.1	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__S15B-MN24;f__UBA4093;g__UBA4093;s__UBA4093 sp002083825	
n94	GB_GCA_001771575.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__XYB2-FULL-48-7;g__XYB2-FULL-45-9;s__XYB2-FULL-45-9 sp001771575	
n95	GB_GCA_001771585.1	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__XYC2-FULL-46-14;g__XYC2-FULL-46-14;s__XYC2-FULL-46-14 sp001771585	
n96	GB_GCA_002433595.1	d__Bacteria;p__Margulisbacteria;c__ZB3;o__UBA6595;f__UBA6595;g__UBA6595;s__UBA6595 sp002433595	
n97	GB_GCA_003265885.1	d__Bacteria;p__Margulisbacteria;c__ZB3;o__UBA817;f__GCA-002719695;g__AG-343-D04;s__AG-343-D04 sp003265885	
n98	GB_GCA_003242895.1	d__Bacteria;p__Margulisbacteria;c__GWF2-35-9;o__GWF2-39-127;f__GWF2-39-127;g__GWF2-39-127;s__GWF2-39-127 sp003242895	
n99	RS_GCF_001905145.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis sp001905145	
n100	RS_GCF_002284855.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila sp002284855	
n101	GB_GCA_002413185.1	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__UBA4738;g__UBA5182;s__UBA5182 sp002413185	
n102	GB_GCA_003159795.1	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Bog-793;s__Bog-793 sp003159795	
n103	GB_GCA_002897675.1	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA4744;g__BMS3Bbin01;s__BMS3Bbin01 sp002897675	
n104	GB_GCA_003139545.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__Palsa-739;s__Palsa-739 sp003139545	
n105	GB_GCA_002347645.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__UBA2241;s__UBA2241 sp002347645	
n106	RS_GCF_900175965.1	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__Rubrobacter radiotolerans	
n107	RS_GCF_900078545.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olegusella;s__Olegusella massiliensis	
n108	GB_GCA_003133285.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__PALSA-660;g__PALSA-660;s__PALSA-660 sp003133285	
n109	GB_GCA_001871795.1	d__Bacteria;p__Actinobacteriota;c__UBA9087;o__UBA10029;f__UBA10029;g__CG2-30-50-142;s__CG2-30-50-142 sp001871795	
n110	GB_GCA_002339355.1	d__Bacteria;p__Actinobacteriota;c__UBA9087;o__UBA9087;f__UBA2594;g__UBA2594;s__UBA2594 sp002339355	
n111	GB_GCA_002304935.1	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__UBA1414;s__UBA1414 sp002304935	
n112	GB_GCA_001768645.1	d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__RBG-13-55-18;f__RBG-13-55-18;g__RBG-13-55-18;s__RBG-13-55-18 sp001768645	
n113	GB_GCA_003157385.1	d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__Fen-727;f__Fen-727;g__FEN-680;s__FEN-680 sp003157385	
n114	GB_GCA_003244105.1	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Eremiobacterales;f__Eremiobacteraceae;g__Eremiobacter;s__Eremiobacter sp003244105	
n115	GB_GCA_003158175.1	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__Palsa-1483;s__Palsa-1483 sp003158175	
n116	GB_GCA_002407045.1	d__Bacteria;p__Eremiobacterota;c__UBP9;o__UBA4705;f__UBA4705;g__UBA4705;s__UBA4705 sp002407045	
n117	GB_GCA_002335425.1	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__UBA2017;s__UBA2017 sp002335425	
n118	GB_GCA_002898555.1	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__OS-L;f__GBS-DC;g__HRBIN15;s__HRBIN15 sp002898555	
n119	GB_GCA_002898895.1	d__Bacteria;p__Armatimonadota;c__HRBIN16;o__HRBIN16;f__HRBIN16;g__HRBIN16;s__HRBIN16 sp002898895	
n120	RS_GCF_000427095.1	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas calidirosea	
n121	GB_GCA_003134215.1	d__Bacteria;p__Armatimonadota;c__BOG-944;o__BOG-944;f__BOG-944;g__BOG-944;s__BOG-944 sp003134215	
n122	GB_GCA_002305165.1	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__UBA1398;g__UBA1398;s__UBA1398 sp002305165	
n123	GB_GCA_002411015.1	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA5377;f__UBA5352;g__UBA5352;s__UBA5352 sp002411015	
n124	RS_GCF_002973605.1	d__Bacteria;p__Armatimonadota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium;s__Abditibacterium utsteinense	
n125	GB_GCA_001872605.1	d__Bacteria;p__Armatimonadota;c__Abditibacteria;o__CG2-30-59-28;f__CG2-30-59-28;g__CG2-30-59-28;s__CG2-30-59-28 sp001872605	
n126	GB_GCA_002898575.1	d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__HRBIN17;s__HRBIN17 sp002898575	
n127	GB_GCA_001778905.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__WO2-41-13;f__UBA11713;g__2-01-FULL-46-13;s__2-01-FULL-46-13 sp001778905	
n128	GB_GCA_001775835.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__GWC2-36-17;f__M10-OD1-4;g__WO2-46-25;s__WO2-46-25 sp001775835	
n129	GB_GCA_002780175.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria_A;o__Moranbacterales;f__UBA2206;g__GCA-002790615;s__GCA-002790615 sp002780175	
n130	GB_GCA_001791615.1	d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__GWF2-40-263;g__UBA12396;s__UBA12396 sp001791615	
n131	GB_GCA_002339755.1	d__Bacteria;p__Patescibacteria;c__ABY1;o__UBA2591;f__UBA2591;g__UBA2591;s__UBA2591 sp002339755	
n132	GB_GCA_001817055.1	d__Bacteria;p__Patescibacteria;c__Andersenbacteria;o__UBA10190;f__UBA10190;g__HO2-45-11b;s__HO2-45-11b sp001817055	
n133	GB_GCA_002787035.1	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__GWB1-54-5;s__GWB1-54-5 sp002787035	
n134	GB_GCA_000993615.1	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA12473;g__UBA12473;s__UBA12473 sp000993615	
n135	GB_GCA_002315165.1	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__UBA2866 sp002315165	
n136	GB_GCA_002792735.1	d__Bacteria;p__Patescibacteria;c__CG2-30-33-46;o__CG2-30-33-46;f__CG2-30-33-46;g__CG2-30-33-46;s__CG2-30-33-46 sp002792735	
n137	GB_GCA_002771215.1	d__Bacteria;p__Patescibacteria;c__UBA1384;o__UBA12157;f__GCA-002773005;g__GCA-002773005;s__GCA-002773005 sp002771215	
n138	GB_GCA_002778735.1	d__Bacteria;p__Patescibacteria;c__UBA1384;o__UBA1384;f__1-14-0-10-41-12;g__1-14-0-10-41-12;s__1-14-0-10-41-12 sp002778735	
n139	GB_GCA_000996895.1	d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__UBA10185;g__UBA8498;s__UBA8498 sp000996895	
n140	GB_GCA_002084955.1	d__Bacteria;p__Patescibacteria;c__4484-211;o__4484-211;f__4484-211;g__4484-211;s__4484-211 sp002084955	
n141	GB_GCA_001788095.1	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__HO2-37-13b;g__2-12-FULL-37-7b;s__2-12-FULL-37-7b sp001788095	
n142	GB_GCA_003173895.1	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__PJMG01;s__PJMG01 sp003173895	
n143	GB_GCA_002840365.1	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5209;s__UBA5209 sp002840365	
n144	GB_GCA_002436065.1	d__Bacteria;p__Chloroflexota;c__UBA6077;o__UBA6077;f__UBA6077;g__UBA6077;s__UBA6077 sp002436065	
n145	GB_GCA_002238425.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2963;f__UBA2963;g__Bin16;s__Bin16 sp002238425	
n146	GB_GCA_003228115.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202-VII-2;f__SAR202-VII-2;g__SAR202-VII-2;s__SAR202-VII-2 sp003228115	
n147	GB_GCA_002842085.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA3071;f__CG2-30-64-16;g__CG2-30-64-16;s__CG2-30-64-16 sp002842085	
n148	GB_GCA_002400365.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA4142;f__UBA4142;g__UBA4142;s__UBA4142 sp002400365	
n149	RS_GCF_000017805.1	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus castenholzii	
n150	GB_GCA_001898225.1	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__54-19;f__54-19;g__54-19;s__54-19 sp001898225	
n151	RS_GCF_001748285.1	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Thermogemmatispora;s__Thermogemmatispora onikobensis	
n152	GB_GCA_002347925.1	d__Bacteria;p__Chloroflexota;c__UBA2235;o__UBA12225;f__UBA12225;g__UBA12225;s__UBA12225 sp002347925	
n153	GB_GCA_003132265.1	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__Bog-877;g__Bog-877;s__Bog-877 sp003132265	
